"","avg_price_per_room","lead_time","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","agent","company","days_in_waiting_list","customer_type","required_car_parking_spaces","total_of_special_requests","arrival_date","arrival_date_num","near_christmas","near_new_years","historical_adr"
"58",163.2,317,1,3,2,2,0,"breakfast_and_one_other_meal","prt","online_travel_agent","ta_to",0,0,0,"c","c",1,"jawaad_el_shahid","not_applicable",0,"transient",1,1,2016-07-04,2016.50546448087,0,0,108.481034432458
"59",72.9,317,1,5,2,0,0,"bed_and_breakfast","esp","online_travel_agent","ta_to",0,0,0,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient",0,2,2016-07-04,2016.50546448087,0,0,108.481034432458
"60",83.8,166,3,7,2,0,0,"breakfast_and_one_other_meal","pol","offline_travel_agent","ta_to",0,0,0,"a","a",0,"betzy_rodriguez","not_applicable",0,"transient",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"61",83.8,166,3,7,2,0,0,"breakfast_and_one_other_meal","pol","offline_travel_agent","ta_to",0,0,0,"a","a",0,"betzy_rodriguez","not_applicable",0,"transient",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"62",128.35,198,4,10,2,0,0,"breakfast_and_one_other_meal","pol","offline_travel_agent","ta_to",0,0,0,"d","d",0,"karli_vasquez","not_applicable",0,"transient",0,1,2016-07-04,2016.50546448087,0,0,108.481034432458
"63",105.2,255,4,10,2,0,0,"breakfast_and_one_other_meal","gbr","offline_travel_agent","ta_to",0,0,0,"d","d",0,"lia_nauth","not_applicable",0,"transient",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"64",128.35,198,4,10,2,0,0,"breakfast_and_one_other_meal","pol","offline_travel_agent","ta_to",0,0,0,"d","d",0,"karli_vasquez","not_applicable",0,"transient",0,1,2016-07-04,2016.50546448087,0,0,108.481034432458
"65",189,9,1,0,2,0,0,"bed_and_breakfast","gbr","online_travel_agent","ta_to",0,0,0,"e","f",0,"devin_rivera_borrego","metzger_and_company",0,"transient_party",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"66",159,9,1,0,2,0,0,"bed_and_breakfast","gbr","online_travel_agent","ta_to",0,0,0,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient_party",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"67",189,9,1,0,2,0,0,"bed_and_breakfast","gbr","online_travel_agent","ta_to",0,0,0,"e","f",0,"devin_rivera_borrego","not_applicable",0,"transient_party",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"68",171,9,1,0,2,0,0,"bed_and_breakfast","gbr","online_travel_agent","ta_to",0,0,0,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient_party",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"69",141,0,1,0,2,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"e","e",0,"not_applicable","not_applicable",0,"transient",1,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"70",159,0,1,0,3,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"e","e",1,"not_applicable","not_applicable",0,"transient",0,1,2016-07-04,2016.50546448087,0,0,108.481034432458
"71",66,6,1,1,1,0,0,"bed_and_breakfast","prt","corporate","corporate",0,0,0,"a","a",0,"not_applicable","lindauer_llc",0,"transient",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"72",236,1,1,2,3,1,0,"bed_and_breakfast","and","online_travel_agent","ta_to",0,0,0,"h","h",0,"devin_rivera_borrego","not_applicable",0,"transient",1,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"73",179.1,17,1,2,2,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"f","f",0,"alexander_drake","not_applicable",0,"transient",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"74",182.25,181,1,3,2,0,0,"no_meal_package","esp","direct","direct",0,0,0,"f","f",1,"alexander_drake","not_applicable",0,"transient",1,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"75",108,181,1,3,2,0,0,"bed_and_breakfast","dnk","online_travel_agent","ta_to",0,0,0,"e","e",0,"devin_rivera_borrego","not_applicable",0,"transient",0,1,2016-07-04,2016.50546448087,0,0,108.481034432458
"76",155.65,172,1,5,2,1,1,"bed_and_breakfast","bra","direct","direct",0,0,0,"g","g",0,"alexander_drake","not_applicable",0,"transient",1,2,2016-07-04,2016.50546448087,0,0,108.481034432458
"77",59.51,319,2,5,2,0,0,"bed_and_breakfast","gbr","offline_travel_agent","ta_to",0,0,0,"a","a",0,"carlos_bryant","not_applicable",0,"contract",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"78",135.3,220,2,5,2,0,0,"breakfast_lunch_and_dinner","pol","offline_travel_agent","ta_to",0,0,0,"e","e",1,"betzy_rodriguez","not_applicable",0,"transient",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"79",101.47,230,2,5,2,0,0,"bed_and_breakfast","pol","online_travel_agent","ta_to",0,0,0,"a","h",0,"devin_rivera_borrego","not_applicable",0,"transient",0,1,2016-07-04,2016.50546448087,0,0,108.481034432458
"80",108,308,2,5,2,0,0,"breakfast_and_one_other_meal","prt","online_travel_agent","ta_to",0,0,0,"a","a",1,"not_applicable","not_applicable",0,"transient",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"81",137.96,192,2,5,3,0,0,"bed_and_breakfast","irl","direct","direct",0,0,0,"f","f",0,"alexander_drake","not_applicable",0,"transient",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"82",88.11,171,2,5,2,0,0,"bed_and_breakfast","irl","offline_travel_agent","ta_to",0,0,0,"e","e",0,"javkhlan_khan","not_applicable",0,"transient_party",0,1,2016-07-04,2016.50546448087,0,0,108.481034432458
"83",86.4,171,2,5,2,0,0,"bed_and_breakfast","irl","offline_travel_agent","ta_to",0,0,0,"e","e",0,"javkhlan_khan","not_applicable",0,"transient_party",0,1,2016-07-04,2016.50546448087,0,0,108.481034432458
"84",94,166,2,5,2,0,0,"breakfast_and_one_other_meal","pol","offline_travel_agent","ta_to",0,0,0,"d","d",0,"betzy_rodriguez","not_applicable",0,"transient",0,1,2016-07-04,2016.50546448087,0,0,108.481034432458
"85",82.71,223,2,5,2,0,0,"bed_and_breakfast","rou","online_travel_agent","ta_to",0,0,0,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient",0,2,2016-07-04,2016.50546448087,0,0,108.481034432458
"86",211.8,177,3,5,1,2,0,"breakfast_and_one_other_meal","prt","online_travel_agent","ta_to",0,0,0,"g","g",1,"jawaad_el_shahid","not_applicable",0,"transient",1,1,2016-07-04,2016.50546448087,0,0,108.481034432458
"87",85.67,205,3,6,2,1,0,"bed_and_breakfast","rou","offline_travel_agent","ta_to",0,0,0,"d","d",0,"karli_vasquez","not_applicable",0,"transient",0,1,2016-07-04,2016.50546448087,0,0,108.481034432458
"88",100,66,3,6,2,0,0,"breakfast_and_one_other_meal","prt","offline_travel_agent","ta_to",0,0,0,"a","a",1,"orlando_abeyta","not_applicable",0,"transient",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"89",110,165,3,6,2,0,0,"breakfast_lunch_and_dinner","bel","offline_travel_agent","ta_to",0,0,0,"d","e",0,"diana_medina","not_applicable",0,"transient",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"90",87.8,180,3,7,2,0,0,"breakfast_and_one_other_meal","gbr","offline_travel_agent","ta_to",0,0,0,"a","a",0,"cynthia_worsley","not_applicable",0,"contract",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"91",100.89,179,3,7,2,0,0,"breakfast_lunch_and_dinner","gbr","offline_travel_agent","ta_to",0,0,0,"a","a",0,"dareyan_manning","not_applicable",0,"transient",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"92",70,220,3,7,2,0,0,"bed_and_breakfast","pol","offline_travel_agent","ta_to",0,0,0,"d","d",0,"betzy_rodriguez","not_applicable",0,"transient",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"93",70,180,3,8,2,0,0,"bed_and_breakfast","gbr","offline_travel_agent","ta_to",0,0,0,"d","d",0,"cynthia_worsley","not_applicable",0,"contract",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"94",70,180,3,8,2,0,0,"bed_and_breakfast","gbr","offline_travel_agent","ta_to",0,0,0,"d","d",0,"cynthia_worsley","not_applicable",0,"contract",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"95",130.5,258,3,8,2,0,0,"bed_and_breakfast","dnk","online_travel_agent","ta_to",0,0,0,"g","g",0,"jawaad_el_shahid","not_applicable",0,"transient",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"96",123.25,322,3,8,2,2,0,"bed_and_breakfast","dnk","direct","direct",0,0,0,"g","g",0,"alexander_drake","not_applicable",0,"transient",0,0,2016-07-04,2016.50546448087,0,0,108.481034432458
"97",122.85,173,3,8,2,1,0,"no_meal_package","prt","offline_travel_agent","ta_to",0,0,0,"a","a",0,"skye_fernandez","not_applicable",0,"transient",0,2,2016-07-04,2016.50546448087,0,0,108.481034432458
"98",134.85,173,3,8,2,1,0,"no_meal_package","prt","offline_travel_agent","ta_to",0,0,0,"a","a",0,"skye_fernandez","not_applicable",0,"transient",1,2,2016-07-04,2016.50546448087,0,0,108.481034432458
"99",90.1,168,4,10,2,0,0,"bed_and_breakfast","gbr","offline_travel_agent","ta_to",0,0,0,"a","a",0,"lance_hitchcock","not_applicable",0,"contract",0,1,2016-07-04,2016.50546448087,0,0,108.481034432458
"100",91.96,168,4,10,2,0,0,"bed_and_breakfast","gbr","offline_travel_agent","ta_to",0,0,0,"a","a",0,"lance_hitchcock","not_applicable",0,"contract",0,1,2016-07-04,2016.50546448087,0,0,108.481034432458
"101",113.3,272,2,5,2,0,0,"breakfast_and_one_other_meal","gbr","offline_travel_agent","ta_to",0,0,0,"e","e",0,"carlos_bryant","not_applicable",0,"contract",0,3,2016-07-05,2016.50819672131,0,0,110.404404235689
"102",55.65,272,2,5,1,0,0,"breakfast_and_one_other_meal","gbr","offline_travel_agent","ta_to",0,0,0,"a","a",0,"carlos_bryant","not_applicable",0,"contract",0,3,2016-07-05,2016.50819672131,0,0,110.404404235689
"103",111.3,272,2,5,2,0,0,"breakfast_and_one_other_meal","gbr","offline_travel_agent","ta_to",0,0,0,"e","e",0,"carlos_bryant","not_applicable",0,"contract",0,3,2016-07-05,2016.50819672131,0,0,110.404404235689
"104",91.81,273,2,5,2,0,0,"breakfast_and_one_other_meal","gbr","offline_travel_agent","ta_to",0,0,0,"d","d",0,"jawhara_al_azad","not_applicable",0,"contract",0,0,2016-07-05,2016.50819672131,0,0,110.404404235689
"105",117,283,2,8,2,0,0,"breakfast_lunch_and_dinner","gbr","offline_travel_agent","ta_to",0,0,0,"d","d",0,"kayce_brown","not_applicable",0,"transient",0,0,2016-07-05,2016.50819672131,0,0,110.404404235689
"106",110,126,19,50,1,0,0,"breakfast_and_one_other_meal","null","direct","direct",0,0,1,"e","e",2,"not_applicable","not_applicable",0,"transient",0,3,2016-07-05,2016.50819672131,0,0,110.404404235689
"107",236,7,0,2,3,0,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",1,0,1,"e","e",1,"devin_rivera_borrego","not_applicable",0,"transient",1,2,2016-07-05,2016.50819672131,0,0,110.404404235689
"108",129,0,0,1,2,0,0,"bed_and_breakfast","esp","online_travel_agent","ta_to",0,0,0,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient",0,0,2016-07-05,2016.50819672131,0,0,110.404404235689
"109",150.92,29,0,1,2,0,0,"bed_and_breakfast","usa","online_travel_agent","ta_to",0,0,0,"c","c",0,"charles_najera","not_applicable",0,"transient",0,1,2016-07-05,2016.50819672131,0,0,110.404404235689
"110",129,0,0,1,2,0,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",0,0,0,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient",1,1,2016-07-05,2016.50819672131,0,0,110.404404235689
"111",122.43,0,0,1,2,0,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",0,0,0,"f","f",0,"charles_najera","not_applicable",0,"transient",1,1,2016-07-05,2016.50819672131,0,0,110.404404235689
"112",219,8,0,2,3,1,0,"bed_and_breakfast","usa","online_travel_agent","ta_to",0,0,0,"g","g",0,"devin_rivera_borrego","not_applicable",0,"transient_party",0,0,2016-07-05,2016.50819672131,0,0,110.404404235689
"113",224,8,0,2,2,2,0,"bed_and_breakfast","usa","online_travel_agent","ta_to",0,0,0,"h","h",0,"devin_rivera_borrego","not_applicable",0,"transient_party",0,0,2016-07-05,2016.50819672131,0,0,110.404404235689
"114",190,61,0,2,2,2,0,"bed_and_breakfast","usa","direct","direct",0,0,0,"c","c",0,"not_applicable","not_applicable",0,"transient",0,1,2016-07-05,2016.50819672131,0,0,110.404404235689
"115",192,61,0,2,2,0,0,"bed_and_breakfast","usa","direct","direct",0,0,0,"f","f",1,"not_applicable","not_applicable",0,"transient",1,1,2016-07-05,2016.50819672131,0,0,110.404404235689
"116",222,61,0,2,3,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"f","f",0,"not_applicable","not_applicable",0,"transient",1,2,2016-07-05,2016.50819672131,0,0,110.404404235689
"117",159,10,0,3,2,0,0,"bed_and_breakfast","bel","online_travel_agent","ta_to",0,0,0,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient",0,1,2016-07-05,2016.50819672131,0,0,110.404404235689
"118",159.07,9,0,3,2,0,0,"breakfast_and_one_other_meal","esp","online_travel_agent","ta_to",0,0,0,"a","a",0,"charles_najera","not_applicable",0,"transient",1,1,2016-07-05,2016.50819672131,0,0,110.404404235689
"119",135.3,293,0,4,2,0,0,"breakfast_and_one_other_meal","fra","online_travel_agent","ta_to",0,0,0,"d","d",0,"jawaad_el_shahid","not_applicable",0,"transient",1,1,2016-07-05,2016.50819672131,0,0,110.404404235689
"120",86,6,0,4,2,0,0,"bed_and_breakfast","cn","offline_travel_agent","ta_to",0,0,0,"d","d",0,"isaac_matsuyama","not_applicable",0,"transient",0,0,2016-07-05,2016.50819672131,0,0,110.404404235689
"121",146.7,12,0,5,2,0,0,"bed_and_breakfast","irl","direct","direct",0,0,0,"a","a",0,"alexander_drake","not_applicable",0,"transient",0,1,2016-07-05,2016.50819672131,0,0,110.404404235689
"122",160.5,120,0,5,2,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"e","e",0,"not_applicable","not_applicable",0,"transient",1,0,2016-07-05,2016.50819672131,0,0,110.404404235689
"123",196,11,1,5,2,0,0,"breakfast_and_one_other_meal","esp","online_travel_agent","ta_to",0,0,0,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient",0,0,2016-07-05,2016.50819672131,0,0,110.404404235689
